Institute,code,level,learning_outcomes
MIT,562.617,6," Demonstrate an understanding of messaging and collaboration services in a network infrastructure. Conduct a requirement analysis and implement a messaging and collaboration service in a network infrastructure. Administer a messaging and collaboration service implemented in a network infrastructure to meet organisational requirements.  Apply IT service management processes and procedures to comply with organisational requirements. "
MIT,561.647,6," Demonstrate an understanding of the principles of information security to meet organisational requirements.  Analyse the requirements and apply cryptographic and encryption-based security mechanisms to ensure information security. Implement security mechanisms for systems and network services to mitigate threats. Prepare a data protection plan for an organisational network. Analyse the principles of cyber security to meet organisational requirements. "
MIT,565.693,6," Demonstrate an understanding of wireless and mobile networks. Demonstrate an understanding of the wireless architectures and wireless design methodologies to design a wireless network. Plan and implement a wireless network by applying the industry recommended best practices. Troubleshoot a wireless network and configure security mechanisms to meet organisational requirements. "
MIT,565.692,6," Identify and describe major aspects of software defined networks. Demonstrate an understanding of network virtualization. Conduct requirement analysis and configure a software defined network for an organisation. Troubleshoot a software defined network and document the findings to meet organisational requirements. "
MIT,562.613,6," Analyse a variety of well-known data structures and the algorithms governing them. Implement data structures and algorithms using a programming language. Select and apply appropriate data structures and algorithms for problems. Demonstrate the applications of data structures through implementing software solutions that employ the data structures and algorithms. "
MIT,562.614,6," Explain the concepts and foundations of software verification and validation. Distinguish between static and dynamic techniques for software verification. Apply software testing and test generation techniques. Implement test automation using a unit testing framework. "
MIT,562.615,6," Demonstrate an understanding of the fundamentals of cloud computing and different cloud delivery models (SaaS, PaaS, IaaS) Design software using Service-Oriented Architecture Demonstrate an understanding of security best practices for SaaS Implement and publish Software-as-a-Service "
MIT,502.632,6," Demonstrate an understanding of the architecture of web applications including the roles of clients and servers and the use of protocols for interaction. Learn and apply a server-side programming platform and/or language.  Implement dynamic web user interfaces using HTML, CSS, JavaScript, and AJAX. Implement and publish web-based software solutions that interact with a variety of data sources and public APIs. "
MIT,563.684,6," Demonstrate an understanding of essential attributes of big data and investigate contemporary issues, opportunities, risks and challenges of big data; Explain concepts and techniques of data integration, cleansing, processing and analysis; Design and develop a data warehouse; and Demonstrate an understanding of modelling requirement, approaches and complexities of data mining; and Apply second-order analysis to produce reports and business intelligence to support complex decision scenarios and explore techniques to differentiate between correlation and causation. "
MIT,563.685,6," Demonstrate an understanding of the basic concepts of statistics; Apply statistical measures, and test of associations and inferences; Develop and test hypotheses; Explain advanced statistical concepts; Demonstrate an understanding of forecasting strategies, detecting trends and making predictions from regression analysis and simulation of time series data; "
MIT,563.686,6," Demonstrate an understanding of the basic concepts and perspectives of business analytics and undertake comparative analysis of business intelligence technologies and tools; Explain how businesses can use big data analytics to drive business growth and discover how data analytics will change the way organisations make products, market services and engage with customers; Demonstrate an understanding of system modelling approach for big data analysis;  Demonstrate visual representation of data in graphical and peer network formats; and Analyse big data sets using visualisation techniques to create decision scenarios. "
MIT,564.683,6," Explain the usage context of the contents and architecture of a mainstream platform and object library; Select and use appropriate objects to design and complete both front end and back end programming tasks of a multi-user database; Manage database transactions in code and data integrity issues that occur in multi-user environments; Create, test and debug a small commercially oriented program that uses bound and unbound visual components to support a GUI application; Design and build reports that process and present data from multiple entities. "
MIT,502.633,6," Demonstrate and analyse different agile methods and software construction steps Demonstrate, evaluate, and apply different software architecture and design patterns Demonstrate and evaluate different software quality attributes Collect and interpret software metrics Demonstrate an understanding the human issues and ethics as a software engineer "
MIT,502.634,6," Demonstrate an understanding of and apply the concepts of user experience design  Analyse, and apply different types of graphical user interface controls Learn and apply user interface design programming language and event-based programming Implement software solutions that have responsive and appealing graphical user interfaces "
MIT,561.646,6," Create, manipulate and assemble communication technology components. Engage with an audience by integrating communication technology components with current and emerging communication technology platforms. Apply a development methodology to the production of a communication technology project. Understand and apply legal and ethical issues that relate to the public application of communication technologies. "
MIT,565.784,7," Research and apply the key cloud computing concepts, including deployment models, services types and applications to meet business requirements. Analyse the design requirements of a basic infrastructure for cloud computing and implement a cloud infrastructure for an organisation.   Monitor the functioning of a configured resilient infrastructure for cloud computing and report the critically analysed findings. Investigate the industry recommended best practices and implement security features in a cloud infrastructure. "
MIT,565.783,7," Demonstrate an understanding of a contemporary topic in networking by conducting research.  Identify possible challenges that an organisation may face and design solution(s) to address these challenges. Present the outcomes of the solution to a specified target audience using an appropriate form / channel of communication (written report, oral presentation, website, user interface design and documentation, video recording).  Critically reflect on the learning and seek appropriate feedback from the target audience. "
MIT,563.784,7," Investigate and appreciate current and prospects of big data analytics in selected domain(s);  Translate a business problem into the design of a data analysis strategy; Develop an advanced  Data Analytics solution that performs data manipulations using a variety of models in a selected big data analytic environment; Explore data graphically to identify various modelling choices, and evaluate and improve the models; and Critically examine and interpret the model outputs and test the performance of models; "
MIT,502.714,7," Identify a contemporary problem requiring a software solution. Research this contemporary problem and provide a software solution for the identified and write appropriate documentation.  Present the outcomes of the solution to a specified target audience using an appropriate form/channel of communication (written report, oral presentation, website, user interface design and documentation, video recording).  Critically reflect on learning and seek appropriate feedback from industry. "
MIT,562.791,7," Prepare and present a proposal for an IT/IS Project to the Project Committee. Manage and complete the Project in the IT/IS domain Demonstrate professional and ethical judgement during the course of the Project  Critically evaluate and document the Project including a poster presentation Present the Project to the Project Committee and defend its outcomes "
MIT,563.783,7," Use appropriate frameworks for analysing ICT infrastructure, and prepare ICT strategies and action plans; Apply an enterprise framework/architecture for aligning business processes with information systems processes; Develop ICT policies and protocols for a medium to large organisation; Prepare a risk management plan for the ICT infrastructure using an appropriate risk management framework;  Analyse the usage and impact of current and future ICT innovations in the context of an organisation. "
MIT,502.715,7," Learn and apply a well-known mobile and tablet application development platform and compare it with other platforms  Implement visually rich interactive and responsive native mobile and tablet graphical user interfaces Interact and use a variety of hardware and software services provided by the mobile platform such as notification services, location services, sharing services, etc. Implement mobile-based software solutions that interact with a variety of data sources and public APIs Code, run, test, and debug mobile applications "
MIT,563.786,7," Prepare and present a proposal for an IT/IS Project to the Project Committee. Manage and complete the Project in the IT/IS domain Demonstrate professional and ethical judgement during the course of the Project  Critically evaluate and document the Project including a poster presentation Present the Project to the Project Committee and defend its outcomes "
WandW,IT5501,5," Solve problems in selected topics in discrete mathematics Solve problems in selected topics in statistics "
WandW,IT5502,5," Describe effective ways to influence and improve communication in a business setting and demonstrate knowledge of the principles of communication methodologies and influences Undertake a range of business communication techniques and practices Apply effective communication strategies through co-operative work in a group, leadership, negotiation techniques and conflict management Demonstrate an understanding of workplace ethics, law, cultural awareness, and Te Tiriti o  Waitangi Demonstrate an understanding of copyright and citation issues Verbally present information in a professional manner "
WandW,IT6501,6," Evaluate a range of models, as well as contemporary techniques and procedures, used in the Systems Development Life Cycle (SDLC) Assess various approaches for systems analysis and design for an object-oriented SDLC Produce appropriate analysis and design documentation for a given business problem Analyse and design different components of a system to support contemporary systems architecture Describe the current trends in systems development "
WandW,IT6502,6," Define, select, and explain current theories and practices from the current Project Management Body of Knowledge (PMBOK) knowledge areas Apply knowledge from the PMBOK knowledge areas and demonstrate this using appropriate practices and software Explain and explore techniques to deal with significant human resources issues relevant to IT project management "
WandW,IT7502,7," Critically analyse ethical issues related to ICT Critically evaluate, assess and apply ethical theories and ICT Codes of ethics to an ethical problem Analyse a current ICT ethical problem using critical thinking techniques and provide solutions within the context of the analysis "
WandW,IT7510,7," Produce a proposal for the project Work collaboratively, using professional and interpersonal skills, cooperative methods and communication with team members, project sponsor and advisor. Apply the techniques and knowledge gained throughout the degree programme to research, analyse, design, develop, test and produce a solution Manage and control all aspects of the project Carry out a concluding review of the project with the sponsor Produce relevant IT artefacts for the project. Range may include software, design, implementation, installation, testing, training, support, maintenance, administration, user manual and help documents Critically reflect on learning that has taken place during the project and relevant courses during the degree Effectively present the project experience and achievement to an audience including the project sponsor "
WandW,CS6501,6," Describe information security principles, key terms and essential concepts and examine the business drivers behind the design process of information security analysis Identify and explain common attack techniques and sources of threat Conduct a fundamental information security assessment for an organisation, including risk identification and assessment, implementing effective control measures to minimise the risk introduced by potential threats, and performing cost benefit analysis Describe and apply physical, procedural and technical controls to protect information system components Describe and explain legal, regulatory, and ethical standards relevant to an information systems "
WandW,CS6502,6," Explain the fundamental elements of the Linux/Unix systems Install, configure and manage a workstation including partitioning, managing software and devices, Linux desktop and shell environments through the command line Explain and perform administrative and troubleshooting tasks including, but not limited to, management of users, groups, printing services, managing Linux processes, file and folder permissions, log management, backup and basic security tasks through command line Demonstrate an understanding of Linux networking services, setup basic Local Area Network (LAN) and Internet connectivity and perform network troubleshooting Install, configure and manage a range of systems present in a typical Linux network environment "
WandW,CS6503,6," Identify the attributes of file systems and storage media and perform analysis on at least two common file systems Identify and analyse potential sources of electronic evidence Describe the importance of maintaining the integrity of digital evidence Perform basic forensic data acquisition and analysis using computer and network-based applications and utilities Accurately document forensic procedures and results and develop a case summary "
WandW,CS6504,6," Explain blockchains and the cryptocurrency ecosystem Analyse the role cryptography plays in a blockchain Develop simple blockchains and distributed applications Examine security issues within the cryptocurrency ecosystem "
WandW,CS7501,7," Describe and implement systems and methods employed to provide operating system and host-based security for a range of potential threats Categorise the technologies and techniques necessary for the defence and maintenance of networks and their hosts and demonstrate their use Explain the functionality and operation of security techniques and implement them as they apply to software, databases and data Evaluate the security models, deployment and management of the security of information systems and methods available to identify and reduce risk "
WandW,CS7502,7," Evaluate, and analyse characteristics of, a specified current topic relating to cyber security. Define, apply and implement an appropriate technological solution to a problem or problems related to the topic. "
WandW,DS6501,6," Identify and explain contemporary text mining tasks typically applied to document collections Perform introductory text mining tasks on publically available social media data Identify and explain the visual analytical concepts applied to large social data sets Analyse and discuss current social, ethical, security and privacy issues relating to large-scale social data analytics "
WandW,DS6502,6," Use statistical programming tools and visualisation techniques to analyse data Identify and explain a variety of techniques used in statistical inference and exploratory data analysis Interpret and evaluate results derived from the application of confirmatory data analysis techniques Communicate the meaning of results derived from data analysis to a target audience "
WandW,DS6503,6," Identify and explain the steps associated with the data science process Define the data requirements for a range of analytical problems Identify and explain the basic application of a variety of commonly used data mining techniques Perform an introductory analytical investigation using the data science process and a statistical programming tool "
WandW,DS6504,6," Create Structured Query Language (SQL) queries for extracting and summarising data using joins, subqueries and aggregate functions Identify and explain the issues relating to the management of data and the role of the Database Administrator (DBA) Construct stored procedures to be used in the implementation of reporting applications and to perform basic data pre-processing steps Create a multidimensional model using the star schema architecture in the design of a data warehouse Discuss and explain contemporary issues and challenges relating to big data and business intelligence "
WandW,DS7501,7," Create a range of explanatory and predictive models that support fact-based management and decision making Critically assess analytical results and convey their meaning to a target audience Use statistical programming tools to perform a variety of commonly applied data mining functions on business data Apply visualisation techniques for evaluating predictive models and the presentation of analytical results Identify and explain appropriate data mining methods for tasks relating to business analytics Critically assess the quality of predictive models using statistical methods "
WandW,DS7502,7," Identify and explain commonly used architectures in the design of data warehouses Create multidimensional models using star and snowflake schemas Perform Extract-Transform-Load (ETL) procedures to populate a data warehouse Create queries that analyse multidimensional data from multiple perspectives Identify and explain the characteristics of data warehouses and their role within strategies for achieving business intelligence Perform data mining functions on data cubes and explain analytical results to a target audience "
WandW,ID6501,6," Evaluate the design and architecture of a web or mobile application. Plan a website and organise information effectively. Describe and apply design principles and process to create a website utilising web standards from bodies such as W3C. Use a variety of strategies and technologies to create websites. Create and evaluate responsive web interface designs that adjust to a range of screen sizes and or devices.   "
WandW,ID6502,6," Use problem solving techniques to follow a brief using 3D environment/s.  Apply a range of modelling tools to build digital models.  Investigate and apply methods of controlling motion and/or 3D environments. Apply lighting, texturing and rendering techniques.   Plan and create short motion or interactive 3D work. Demonstrate investigation and analysis of interaction within a sophisticated software environment. "
WandW,ID6503,6," Explain how the user interface (UI) and interaction affect usability.Analyse design problems and utilise user centred methods to support design from requirements analysis to planning, prototyping and reflection. Design an effective interface in relation to users' characteristics (e.g., age, education, cultural differences and abilities).Demonstrate responsive design using a range of digital tools. Explain and apply the use of emerging technologies. This could include the use of multimodal interfaces or the integration of emerging toolsets.Explain and apply methods to evaluate interaction designs and demonstrate ethical evaluation procedures. "
WandW,ID6504,6,"By the end of this course, the learner will be able to: Define project objectives, in relation to user needs for multi-device environments. Synthesise and apply flexible content strategies to integrate technologies, delivered across devices and applications. Scope and illustrate requirements and processes to create products with flexible architecture and content. Create prototypes and analyse the ways that user experiences can be enhanced.  Apply user experience design principles to evaluate products."
WandW,ID7501,7," Analyse and critically evaluate the technologies and principles needed to design and implement advanced interactive applications. Analyse the elements required for effective communication with a specific target audience. Appraise and implement complex interaction and interface design techniques.  Use advanced interaction design technologies to create interactive interfaces and communication experiences for users. "
WandW,ID7502,7," Analyse and critique interaction design products, methods utilising current theory and standards. Appraise, select and implement appropriate data gathering techniques in order to interpret and analyse a user problem. Apply user interface design processes and to analyse and develop requirements and scenarios.   Create a range of prototypes from low fidelity parallel prototypes to high fidelity functional prototypes utilising relevant technologies. Plan user testing frameworks and guidelines. Evaluate, interpret and present data to create a development plan. "
WandW,NI6501,6," Configure routers and switches using a variety of common network technologies. Troubleshoot routers and switches using a variety of common network technologies. Configure static and dynamic routes Design and implement classless IPv4 and IPv6 addressing schemes for networks Configure basic router and switch operations and troubleshoot common issues and problems Configure and verify basic addressing services in a small routed and switched network "
WandW,NI6502,6," Demonstrate a comprehensive knowledge of the technologies and techniques necessary to design and implement a converged network.Apply appropriate actions to configure, verify and troubleshoot routing and switching implementation for a network with some complexity, including IPv4 and IPv6. "
WandW,NI6503,6," Demonstrate a comprehensive knowledge of the technologies and techniques necessary to configure Directory Services, Group Policy and account management Analyse and implement and maintain appropriate unified infrastructure services "
WandW,NI6504,6," Demonstrate a comprehensive knowledge of the technologies and techniques necessary to configure and maintain a cloud environmentIdentify and apply appropriate actions to implement and troubleshoot common problems within a cloud environment "
WandW,NI7501,7," Evaluate, and analyse characteristics of a specified current topic relating to Networking and Infrastructure. Design and implement an appropriate technological solution to a problem or problems related to the topic. "
WandW,NI7502,7," Evaluate and analyse characteristics of a specified emerging topic relating to networking and infrastructure. Design and implement an appropriate technological solution to a problem or problems related to the topic. "
WandW,SD6501,6," Develop mobile applications on a popular mobile platform Write mobile application programs that exhibit different features of a programming language  Design and develop sophisticated mobile interfaces that utilize rapid prototyping techniques  Construct mobile applications that integrate data storage, serialization techniques, and cloud services Combine relevant code debugging and testing methodologies for developing mobile applications Prepare a mobile application for distribution "
WandW,SD6502,6," Implement software designs in an object-oriented programming language Analyse relationship between algorithms and programming, and determine their efficiency Implement most commonly used abstract data types and data structures used in software development  Apply prototyping techniques Apply effective problem-solving strategies to foster programming skills "
WandW,SD6504,6," Explain basic game architecture and different phases in game development  Describe 2D and 3D graphics, game animation and fundamental concepts of game programming   Use an industry standard game development engine to build interactive computer games   Evaluate and apply game physics, multi-valued logic, and Artificial Intelligence (AI) solutions for game development Optimize, test and deploy developed games into variety of platforms (Desktop, Mobile, Web) "
WandW,SD6503,6," Plan and implement the appropriate level of testing within the context of a software development application following the Systems Development Life Cycle (SDLC) and Software Testing Life Cycle (STLC) models Construct a system that executes advanced testing processes and core testing concepts Develop an automated testing environment that tests complex software application and integrates analysis and interpretation of test data Explain the principles and mechanisms of software security Evaluate common security risk and vulnerabilities Evaluate and use appropriate tools to mitigate security risks in the new code or repair security flaws in the existing code "
WandW,SD7501,7," Evaluate the business, technical and social implications of web application development. Analyse the background and underlying principles of web application development in the selected framework. Design and implement an appropriate secure internet application solution to an unstructured problem. Research and critically evaluate new tools and technologies in relation to internet application development. "
WandW,SD7502,7," Prepare framework in a suitable programming environment. Apply the software tools required for a complex application. Implement the recent advances in software development. Analyse data using a pattern recognition approach to identify features of interest. Research, design, develop, and reconstruct models by using current APIs for building a machine learning based application for a complex problem. "
WandW,IT5508,5," Read circuit diagrams and apply Ohm’s Law to calculate volts, amps and resistance to simple series and parallel circuits and calculate electrical power. Explain the characteristics of analogue devices, their fundamentals principles of operation, and their use.  Explain the characteristics of digital devices, their fundamentals principles of operation, and their use.  Apply fundamental principles of the safe use of the appropriate electronic test instruments to make measurements in electronic and computer equipment.  Use technical terminology correctly. Apply safe design principles and protection. "
WandW,IT5509,5," Describe the fundamentals of testing, testing throughout the software life cycle, and static techniques. Identify test design techniques, and apply specification-based or black-box techniques, and structure-based or white-box techniques in a practical situation. Describe the management of testing and apply incident management in a practical situation. Explain static techniques. "
WandW,IT6509,6," Explain the contribution, functions and role of IT professionals within various organisation structures and use communication tools to convey IT complexity. Analyse the key principles of Business/IT Service Lifecycles using industry standard frameworks. Analyse the application of various IT legal implications, compliance, IT/business ethical impacts, IT employment methodologies and workplace environments Analyse IT business process risk through IT Auditing standards. "
WandW,IT6503,6," Analyse and explain the features of various types of microcontrollers and areas of application. Demonstrate the characteristics of a range of available microprocessors. Select the appropriate microprocessor for a given task. Program a microprocessor in a selected language. Describe the operation of several of the most common industry standard interfaces. Write and test a driver for one or more of the standard interfaces, some of which may be a mixture of language. Develop a small embedded program to illustrate a combination of two or more standard interfaces being used at the same time. "
WandW,IT6508,6," Critically evaluate of the nature of research and the research process in IT (including sources of bias and ethical considerations). Critically analyse the sources of research evidence and demonstrate through critical appraisal how such evidence should be interpreted and evaluated. Scope a useful research question. Construct an appropriate research design for a specific research question. "
WandW,IT6504,6," Derive technical requirements for an embedded system from requirements and select appropriate hardware and software for the requirements.  Select and use the appropriate development tools.  Develop hardware and software for a simple embedded system. "
WandW,IT6505,6," Conduct unit testing to demonstrate an understanding of effective ways to influence and improve software testing in a business setting. Undertake a range of integrated testing practices, to enable the writing of professional test reports. Apply the role of tester within a development team, using effective communication strategies, through co-operative work in a group, leadership, negotiation techniques and conflict management. Create, maintain and run test scripts to automate testing. "
WandW,IT6506,6," Investigate encoding and signalling techniques used for conveying digital information of copper media to end subscribers. Identify and compare industry standards for end subscriber services including Asymmetric digital subscriber line (ADSL) and Very-high-bit-rate digital subscriber line (VDSL). Configure simple end subscriber services. Evaluate Multiprotocol Label Switching (MPLS) features and practices for end subscriber service provisioning. Configure services utilising MPLS features. "
WandW,IT6507,6," Identify mandatory and conformance standards and be able to list the main standards organisations. Define basic elements of wireless technology. Identify the purpose, features and functions of wireless networking components.Demonstrate the fundamental concepts of wireless data transmission within the PC environment. Demonstrate the fundamental concepts of site surveying to develop practical wireless installations. Describe the fundamental concepts of wireless security. "
WandW,IT7503,7," Research, evaluate and analyse the background and underlying principles of the major concepts of the topic. Evaluate the business, technical and social implications of the topic. Design and implement an appropriate technological solution to an unstructured problem or problems related to the topic. "
WandW,IT7504,7," Research, analyse and critically evaluate the background, underlying principles and aspects of the major middleware concepts.  Assess the business, technical and social implications of middleware implementations. Design and implement an appropriate technological solution to a problem requiring a middleware enabled solution.   WandW,IT7505,7,  Produce development proposals for making cost-effective design choices for the development of embedded systems Set up the development system and toolchain Set up the selected operating system Implement the specifications Test the system to verify and demonstrate that the specification has been met. "
WandW,IT7506,7," Select and deploy appropriate tools to test activities across a range of software architecture and application types utilising advanced version control and scripting test automation. Use a range of software testing communication techniques and practices within a typical environment: mobile applications, test automation and web application testing. Apply effective software testing information design and efficiency outcomes in a typical organisational environment. Incorporate an appreciation of workplace software ethics, cultural awareness and legal implications into the testing process within an organisational environment. Produce test reports in a highly technical and professional manner. "
WandW,IT7507,7," Evaluate Optical Transmission Concepts, Wave Division Multiplexing (WDM) and Optical Transport Hierarchy (OTH) within a given context. Critically examine Multicast types and applications, Component protocols of a multicast enabled network, Multicast addressing, Interior gateway protocol (IGP) in a multicast-enabled network, Internet Group Management Protocol (IGMPv2 and IGMPv3) within a given context. Compare and Contrast the options and configurations utilising policers and shapers in a quality assured network. Evaluate bandwidth allocation models and features that utilise these.  Outline service types and the technology upon which they rely; configure technology to provide services; decide management tools to manage services; and troubleshoot services. "
WandW,IT7508,7,"Apply taught knowledge, research evidence and skills to a field of IT to assess work practices  Identify a problem relevant to the chosen organisation and recommend strategies for solving the problem Document and present recommended strategies as appropriate to a selected audience."
